Unnamed: 0,Name,Profile,Followers,Country,Topic of Influence,JSON Downloaded,All posts downloaded,TotalPosts,Completed,Unnamed: 10,Unnamed: 11,Unnamed: 12,JSON STATUS OLD
4646,Alizootiful 🤍,@alizehshahofficial,4.1M,Pakistan,"Celebrity, TV Shows, Styling, Modeling",0,,,,,,,
4647,Hakan Kahraman,@hakankahraman,4.1M,Bosnia and Herzegovina,Beauty and Self Care,0,,,,,,,
4648,Jillian Ward,@jillian,4.1M,Philippines,"Beauty and Self Care, Celebrity",0,,,,,,,
4649,Miranda Leon🤍,@mirandita.leon,4.1M,,,0,,,,,,,
4650,Leticia Spiller,@arealspiller,4.1M,Brazil,Actors,0,,,,,,,
4651,Jennifer Hudson,@iamjhud,4.1M,United States,"Entertainment and Music, Music, Singer",0,,,,,,,
4652,Darin Al Bayed • دارين البايض,@darin00013,4.1M,Saudi Arabia,"Beauty, Fashion and Accessories, Beauty and Self Care, Celebrity",0,,,,,,,
4653,Black Lives Matter,@blklivesmatter,4.1M,,"Life and Society, Music",0,,,,,,,
4654,Theo Von,@theovon,4.1M,United States,"Entertainment and Music, Funny, Celebrity",0,,,,,,,
4655,BoRa💜🎤🎬,@borabora_sugar,4.1M,,Art,0,,,,,,,
4656,Lotfi Omar | عمر لطفي,@lotfi_omar,4.1M,,"Celebrity, Actors",0,,,,,,,
4657,Thássia Naves,@thassianaves,4.1M,,"Fashion and Accessories, Travel",0,,,,,,,
4658,Turn on post notifications↗️,@classy_queenz,4.1M,,"Entertainment and Music, Modeling",0,,,,,,,
4659,Abisi Emmanuel ⭐️,@nastyblaq,4.1M,Nigeria,"Entertainment and Music, Funny, Celebrity",0,,,,,,,
4660,𝐙𝐚𝐚𝐫𝐚 𝐘𝐞𝐬𝐦𝐢𝐧 🦋,@zaarayesmin,4.1M,India,"Acting and Drama, Fashion and Accessories, Celebrity, Actors",0,,,,,,,
4661,Jeff Bezos,@jeffbezos,4.1M,United States,"Entrepreneur, Founder",0,,,,,,,
4662,TANU RAWAT🔥,@tanurawat33,4.1M,,Entertainment and Music,0,,,,,,,
4663,Marcos Rojo ⚽️,@marcosrojo,4.1M,Argentina,"Sports, Actors, Journalists",1,,1245.0,501.0,,,,
4664,Bella Falconi,@bellafalconi,4.1M,Brazil,"Fitness and Health, Health & Fitness",0,,,,,,,
4665,Mine Tugay,@minetugay,4.1M,Turkey,"Actors, Actor, Creators & Celebrities",0,,,,,,,
4666,Tania Rin,@taniarin,4.1M,Mexico,"Entertainment and Music, Modeling, Digital Creator",0,,,,,,,
4667,Georgina Amorós,@georginaamoros,4.1M,,,1,,511.0,51.0,,,,
4668,GMK 🏎,@gmk001,4.1M,Monaco,"Auto and Vehicles, Cars, Luxury",0,,,,,,,
4669,Connor Franta,@connorfranta,4.1M,United States,"Entrepreneur, Lifestyle",0,,,,,,,
4670,Alina Baikova,@alina_baikova,4.1M,Ukraine,"Fashion and Accessories, Education, Upskilling, Health and Medical Services",0,,,,,,,
4671,Oz Pearlman,@ozthementalist,4.1M,United States,"Entertainment and Music, Personal Finance, Music, Moms",0,,,,,,,
4672,Sakuntala Tienpairoj,@djtonhorm,4.1M,,"Celebrity, Modeling",0,,,,,,,
4673,_Nandu,@nandanisharma512,4.1M,,"Fashion and Accessories, Arts and Crafts, Acting and Drama, Entertainment and Music",0,,,,,,,
4674,BTS,@thebangtanboys,4.1M,,"Entertainment and Music, Music, Hip hop music, Singer",0,,,,,,,
4675,S U B C E L E B R I T I E S,@subcelebrities,4.1M,,"Entertainment and Music, Design, Architecture",0,,,,,,,
4676,Emmanuel Cestaro,@nutricion.cestaro,4.1M,,"Fitness and Health, Coaching, Health",0,,,,,,,
4677,Isabella Fiorentino Hawilla,@isabellafiorentino,4.1M,Brazil,"Fashion and Accessories, Education",99,,8526.0,1863.0,,,,
4678,Maxim Mernes,@mernesmax,4.1M,Hong Kong,Business and Finance,0,,,,,,,
4679,عراق كيكرز,@iraq_keekers,4.1M,Iraq,"Education, Entertainment and Music, Funny, News & Politics",0,,,,,,,
4680,Payal Rajput ⭐️ ♾,@rajputpaayal,4.1M,India,"Fashion and Accessories, Celebrity, Actors, Modeling",0,,,,,,,
4681,Morgana Secco,@morganasecco,4.1M,United Kingdom,"family, Fitness and Health, Marketing and Advertising",0,,,,,,,
4682,Victoria De Angelis/ Måneskin,@vicdeangelis,4.1M,Italy,"Entertainment and Music, Music, Musician Band",0,,,,,,,
4683,Aytaç Şaşmaz,@aytacsasmaz,4.1M,Turkey,"Actors, Music, Lifestyle",0,,,,,,,
4684,永野芽郁,@mei_nagano0924official,4.1M,,,0,,,,,,,
4685,𝗪L 🕺,@wlguimaraess,4.1M,,"Entertainment and Music, Fashion and Accessories",0,,,,,,,
4686,Federico Chiesa,@fedexchiesa,4.1M,Italy,Soccer,0,,,,,,,
4687,Jwana Karim,@jwanagram,4.1M,United Arab Emirates,"Fashion and Accessories, Business and Finance, Lifestyle, Celebrities",0,,,,,,,
4688,서인국 Seo In Guk,@seo_cccc,4.1M,South Korea,Entertainment and Music,0,,,,,,,
4689,Banen Naem | بنين نعيم,@baneenstars,4.1M,United Arab Emirates,Fashion and Accessories,0,,,,,,,
4690,Ben Shapiro,@officialbenshapiro,4.1M,United States,"Education, Health and Medical Services, Music",0,,,,,,,
4691,Memes,@i_have_no_memes96_v2,4.1M,,Funny,0,,,,,,,
4692,Vega Darwanti,@vegadarwanti123,4.1M,Indonesia,"Entertainment and Music, TV Host",0,,,,,,,
4693,ENZO KRIEGER 🎬 🎭,@enzokoficial,4.1M,Brazil,"Acting and Drama, Celebrity, Actors",0,,,,,,,
4694,Maine Mendoza,@mainedcm,4.1M,Philippines,"Technology, Actors",0,,,,,,,
4695,Shawn Johnson East,@shawnjohnson,4.1M,United States,"family, Entertainment and Music, Gym",0,,,,,,,
4696,Stephen tWitch Boss,@sir_twitch_alot,4.1M,United States,"Entertainment and Music, Dance, Choreographer, Music",0,,,,,,,
4697,𝐙𝐚𝐜𝐡𝐞𝐫𝐲 𝐃𝐞𝐫𝐞𝐧𝐢𝐨𝐰𝐬𝐤𝐢,@mdmotivator,4.1M,United States,Life and Society,0,,,,,,,
4698,Gharbi Amel,@amelgharbiofficial,4.1M,United Arab Emirates,,0,,,,,,,
4699,Henry Onyekuru,@c.henry7,4.1M,Nigeria,"Sports, Soccer",0,,,,,,,
4700,송지효(Song Ji Hyo),@my_songjihyo,4.1M,South Korea,,0,,,,,,,
4701,LOS MUCHACHOS,@piso21,4.1M,,"Entertainment and Music, Actors, Music, Celebrities",0,,,,,,,
4702,LAUANA PRADO,@lauanaprado,4.1M,Brazil,"Entertainment and Music, DJ",0,,,,,,,
4703,Aleida Nuñez OFICIAL,@aleidanunez,4.1M,,"Entertainment and Music, Actors",0,,,,,,,
4704,Pastor Silas Malafaia,@silasmalafaia,4.1M,Brazil,Singer,0,,,,,,,
4705,انس الشايب - ANAS ELSHAYIB,@anas_alshayb,4.1M,United Arab Emirates,"Fashion and Accessories, Education",0,,,,,,,
4706,Nick,@afrojack,4.1M,,"Entertainment and Music, TV Channel, Music, DJ",0,,,,,,,
4707,🍒 Diệu Nhi 🍒,@dieu_nhiii,4.1M,Vietnam,"Acting and Drama, Celebrity",0,,,,,,,
4708,Toronto Raptors,@raptors,4.1M,Canada,Sports,0,,,,,,,
4709,NATHALIE PARIS,@nathalieparis,4.1M,United States,"Fashion and Accessories, Fitness and Health, Music, Celebrities",0,,,,,,,
4710,Danish Khatri,@_little___danish,4.1M,,"Entertainment and Music, Travel",0,,,,,,,
4711,Ree Drummond - Pioneer Woman,@thepioneerwoman,4.1M,United States,Writers,0,,,,,,,
4712,❥ Khalid Rafiq 👑💫,@rafiqkhalid,4.1M,Canada,"Fitness, Fashion, Business and Finance",0,,,,,,,
4713,Dr Ali Ghozlan,@alighozlanofficial,4.1M,United Arab Emirates,"Finance, Business and Finance, Celebrity, Medical Health",0,,,,,,,
4714,JUL,@juldetp,4.1M,France,"Entertainment and Music, Music, Singer",0,,,,,,,
4715,entre nous ®️| بيناتنا💫,@entre.nous.official,4.1M,United States,,1,,78258.0,62.0,,,,
4716,EL-JAY,@therealeljay,4.1M,,"Entertainment and Music, Game, Nature & Outdoors, Kids & Parenting",0,,,,,,,
4717,mariel padilla,@marieltpadilla,4.1M,,"Beauty and Self Care, Romance and Wedding, Parenting, Moms",0,,,,,,,
4718,🐰Million Dollar Baby🐰,@mahavsekruto,4.1M,United States,"Food, Travel, Modeling, Film, Music & Books",1,,1810.0,501.0,,,,
4719,Parth Samthaan,@the_parthsamthaan,4.1M,India,Pets,0,,,,,,,
4720,Altair Jarabo,@altairjarabo,4.1M,Mexico,"Entertainment and Music, Fashion and Accessories, Actors",0,,,,,,,
4721,julia eka putri istanti,@juyyputrii,4.1M,,Careers,0,,,,,,,
4722,Ankita Lokhande Jain,@lokhandeankita,4.1M,India,"Entertainment and Music, Actors, Modeling",0,,,,,,,
4723,ВОЖДЬ ВСЕЛЕННОЙ HF,@hristafarida,4.1M,Russia,"Education, Finance, Gym, Modeling",0,,,,,,,
4724,Shawn Yue,@lok666,4.1M,Hong Kong,"Art, Celebrity, Actors",0,,,,,,,
4725,"Mike ""The Miz"" Mizanin",@mikethemiz,4.1M,United States,Entertainment and Music,0,,,,,,,
4726,Bandit Chef ☠️,@niska_officiel,4.1M,,"Food, Entertainment and Music, Lifestyle",0,,,,,,,
4727,🌙Manny Gutierrez,@mannymua733,4.1M,United States,"Beauty and Self Care, Parenting, Hair & Beauty, Celebrities",0,,,,,,,
4728,Kimberly Reyes,@kimberlyreyesh,4.1M,,"Acting and Drama, Celebrity, Actors",1,,5478.0,501.0,,,,
4729,Саша Митрошина. Она же Матерь Бложья,@alexandramitroshina,4.1M,Russia,"Fashion and Accessories, Automotive, Video Blogger",1,,3119.0,501.0,,,,
4730,Hayley Noelle LeBlanc,@hayley.leblanc,4.1M,United States,"Lifestyle, Children",0,,,,,,,
4731,Letícia Gomes,@leticiafgomes,4.1M,,Beauty and Self Care,1,,1309.0,1306.0,,,,
4732,Andre Taulany,@andreastaulany,4.1M,Indonesia,"Entertainment and Music, Marketing and Advertising, Actors",0,,,,,,,
4733,Vini • Jacinto Manto • Meta Dólar,@vinidotosolto,4.1M,,"Finance, Education, Upskilling, Marketing and Advertising",0,,,,,,,
4734,Sebydaddy 🇺🇸,@sebydaddy,4.1M,United States,"Finance, Lifestyle",0,,,,,,,
4735,Haya Elsamman,@haya,4.1M,,Entertainment and Music,0,,,,,,,
4736,lovely,@lovely_.49,4.1M,,,99,,237.0,102.0,,,,
4737,"KC ~ also, KRISTINA.",@kristinaconcepcion,4.1M,Philippines,"Travel, Business and Finance, Design, Founder",0,,,,,,,
4738,Helga Lovekaty,@helga_model,4.1M,Russia,"Fitness and Health, Fashion and Accessories, Celebrity, Modeling",0,,,,,,,
4739,Dad Jokes by Pubity,@dadsaysjokes,4.1M,United States,"Funny, Celebrity, Music",0,,,,,,,
4740,공유 gongyoo official,@gongyoo_official,4.1M,South Korea,"Entertainment and Music, Acting and Drama",0,,,,,,,
4741,Anderson Cooper,@andersoncooper,4.1M,,"Entertainment and Music, Music, Moms",1,,646.0,501.0,,,,
4742,Dani Valle,@danielvallem,4.1M,Brazil,Entertainment and Music,0,,,,,,,
4743,Violette Wautier,@violettewautier,4.1M,Thailand,"Entertainment and Music, Music, Modeling, Artist",0,,,,,,,
4744,فايز المالكي,@fayezalmal,4.1M,Saudi Arabia,"Acting and Drama, Celebrity, Modeling",1,,1339.0,501.0,,,,
4745,AKHIL,@a.k.h.i.l_01,4.1M,,"Entertainment and Music, Actors",0,,,,,,,
4746,Justin Trudeau,@justinpjtrudeau,4.1M,Canada,"family, Management",0,,,,,,,
4747,Just A Matter Of Slime 💚,@ynwmelly,4.1M,,Arts and Crafts,0,,,,,,,
4748,Mithila Palkar,@mipalkarofficial,4.1M,India,Actors,0,,,,,,,
4749,Fatim,@fatimahhalilintar,4.1M,Indonesia,Actors,0,,,,,,,
4750,Cyn Santana 🌹,@cynsantana,4.1M,United States,"Entertainment and Music, Entertainment, Modeling, Music",0,,,,,,,
4751,Carlos Rizo,@rizocarlos,4.1M,,"Education, Actors, Music",0,,,,,,,
4752,Alden Richards,@aldenrichards02,4.1M,Philippines,"Entertainment and Music, Actors",0,,,,,,,
4753,Tag A Friend&Share This Page!,@make.up.vines,4.1M,United Kingdom,"Beauty and Self Care, Home and Garden, Parenting",0,,,,,,,
4754,Dania Mendez,@dania.mndz,4.1M,Mexico,Fashion,0,,,,,,,
4755,James Mcavoy,@jamesmcavoyrealdeal,4.1M,United Kingdom,"Entertainment and Music, Actors",0,,,,,,,
4756,Héctor Bellerín,@hectorbellerin,4.1M,Spain,"Sports, Tennis",1,,92.0,92.0,,,,
4757,Julia Montes,@montesjulia08,4.1M,Philippines,"Music, Singer",0,,,,,,,
4758,,@iamdevano,4.1M,Indonesia,"Music, Singer",0,,,,,,,
4759,Mr. Fallback,@lukasabbat,4.1M,United States,"Fashion and Accessories, Business and Finance, Celebrity, Entrepreneur",0,,,,,,,
4760,🖤KITTY CHICHA🐱,@kittychicha,4.1M,,"Pets, Animals, Celebrity, Singer",0,,,,,,,
4761,jxdn,@jadenhossler,4.1M,,"Entertainment and Music, Music",0,,,,,,,
4762,Chris Cha,@christianchavezreal,4.1M,Mexico,"Celebrity, Fitness, Music, Entertainment and Music",0,,,,,,,
4763,Vaibhav Kundra🦁,@vaibhavkundra,4.1M,,"Entertainment and Music, Singer, Music",0,,,,,,,
4764,Anusmriti Sarkar ✨🧿,@anusmritisarkarofficial,4.1M,India,"Entertainment and Music, Fitness and Health, Acting and Drama, Celebrity",0,,,,,,,
4765,Дилара Зинатуллина,@influesii,4.1M,Kazakhstan,"Beauty and Self Care, Fashion and Accessories",0,,,,,,,
4766,Chie Filomeno,@chiefilomeno,4.1M,Philippines,"Food, Celebrity, Modeling",1,,1151.0,501.0,,,,
4767,Sofyan Amrabat,@sofyanamrabat,4.1M,,Soccer,0,,,,,,,
4768,Melisa Döngel,@melisadongel,4.1M,,"Entertainment and Music, Celebrity",0,,,,,,,
4769,La joaqui,@lajoaqui,4.1M,,,0,,,,,,,
4770,Tanasha Donna,@tanashadonna,4.1M,Kenya,"Entertainment and Music, Fashion and Accessories, Beauty and Self Care, Music",0,,,,,,,
4771,christian delgrosso,@christian,4.1M,,"Entertainment and Music, Celebrity, Modeling, Actors",0,,,,,,,
4772,José Ron,@joseron3,4.1M,Mexico,"Acting and Drama, Celebrity, Actors",0,,,,,,,
4773,Alfredo Olivas,@alfredoolivasofficial,4.1M,,Entertainment and Music,0,,,,,,,
4774,Heidi Grey,@heidi.grey,4.1M,,"Fashion and Accessories, Arts and Crafts, Entertainment and Music, Celebrity",0,,,,,,,
4775,Olivia Pierson,@oliviapierson,4.1M,Canada,"Fashion and Accessories, Modeling",0,,,,,,,
4776,Mafe Méndez 🦋,@lamafemendez,4.1M,Colombia,"Beauty and Self Care, Fashion and Accessories, Actors, Modeling",0,,,,,,,
4777,Scarlett Johansson,@scarlettjohanssonworld,4.1M,United States,Acting and Drama,0,,,,,,,
4778,Darko Peric Official,@darkoperich,4.1M,,"Entertainment and Music, Sports, Celebrity, Basketball",0,,,,,,,
4779,Meadow Walker Thornton-Allan,@meadowwalker,4.1M,,"Travel, Photography",1,,338.0,338.0,,,,
4780,Eden,@edenmunoz,4.1M,,"Entertainment and Music, Singer",0,,,,,,,
4781,SADIK HADZOVIC,@sadikhadzovic,4.1M,United States,"Fitness and Health, Personal Finance, Bodybuilding, Health & Fitness",0,,,,,,,
4782,KaurB🔥 ਵੱਡਾ ਮੇਰਾ ਸਾਹਿਬ🙏,@kaurbmusic,4.1M,India,"Entertainment and Music, Music, Singer",0,,,,,,,
4783,JENCARLOS,@jencarlosmusic,4.1M,,"Entertainment and Music, Music, Singer",0,,,,,,,
4784,R O C H Y 🇩🇴,@rochyrd,4.1M,Dominican Republic,"Art, Actors, Music",0,,,,,,,
4785,徐志贤𝕭𝖎𝖊,@biexu1991,4.1M,Thailand,"Modeling, Fashion",0,,,,,,,
4786,احمد شعيب ahmad Shoaib,@ahmed_shoaib_,4.1M,Saudi Arabia,"Celebrity, Modeling",0,,,,,,,
4787,Tieghan Gerard,@halfbakedharvest,4.1M,United States,"Food, Food and Drink, Recipes, Cooking",0,,,,,,,
4788,Sidoka '^,@sidokapriv,4.1M,Brazil,Entertainment and Music,0,,,,,,,
4789,Sririta Jensen Narongdej,@sriritajensen,4.1M,Thailand,"Business and Finance, Organics",0,,,,,,,
4790,Hengky Kurniawan,@hengkykurniawan,4.1M,Indonesia,Actors,0,,,,,,,
4791,Jaime Camil,@jaimecamil,4.1M,Brazil,"Acting and Drama, Celebrity, Actors",1,,2971.0,501.0,,,,
4792,Fede Valverde,@fedeevalverde,4.1M,Spain,"Soccer, Actors",0,,,,,,,
4793,AC/DC,@acdc,4.1M,Australia,"Entertainment and Music, Music, Band",1,,455.0,454.0,,,,
4794,Nail Posts,@nailpost,4.1M,United States,"Fashion, Home and Garden, Nails",0,,,,,,,
4795,Saski,@saskiachadwick_,4.1M,,Fashion and Accessories,0,,,,,,,
4796,lilduval,@lilduval,4.1M,,"Entertainment and Music, Parenting, Music",0,,,,,,,
4797,Best Hair Tutorials,@hairs,4.1M,,"Beauty and Self Care, Fashion and Accessories, Home and Garden, Styling",0,,,,,,,
4798,Capital Bra,@capital_bra,4.1M,Germany,"Music, Lifestyle",0,,,,,,,
4799,Josephine Langford,@josephinelangford,4.1M,,"Celebrity, Actors, Adventure",0,,,,,,,
4800,Alfie Deyes,@alfiedeyes,4.1M,,Entertainment and Music,0,,,,,,,
4801,MRS CHUI🐆,@fahyvanny,4.1M,South Africa,"Fashion and Accessories, Business and Finance, Entertainment, Modeling",0,,,,,,,
4802,#Momos_Sad,@momos_saad,4.1M,,,0,,,,,,,
4803,ℍ𝕚𝕟𝕕𝕦𝕤𝕥𝕒𝕟𝕚 𝔹𝕙𝕒𝕦,@hindustanibhaukingsarkar,4.1M,India,Entertainment and Music,0,,,,,,,
4804,A I Z A - L I L O O N A A I,@aizalovesam,4.1M,Malaysia,"Pets, Marketing and Advertising, Events, Celebrities",0,,,,,,,
4805,Sarah Poncio,@sarah,4.1M,,"family, Moms",0,,,,,,,
4806,Phil Heath,@philheath,4.1M,United States,"Fitness and Health, Business and Finance, Training, Coaching",0,,,,,,,
4807,Khaled Youssef,@khaledyoussef_official,4.1M,Egypt,Fashion,0,,,,,,,
4808,Vanda Sahawong,@vanda29,4.1M,Thailand,"Fashion and Accessories, Business and Finance, Modeling, Public Figure",0,,,,,,,
4809,Maria Dolores,@doloresaveiroofficial,4.1M,Portugal,"family, Marketing and Advertising, Singer",0,,,,,,,
4810,Shivani Paliwal,@shivaniipaliwal,4.1M,Brazil,"Art, Music, Singer, Songwriting",0,,,,,,,
4811,Timbo the King,@timbaland,4.1M,,"Entertainment and Music, Games, Product Showcase, Auto and Vehicles",0,,,,,,,
4812,okuneye idris Olanrewaju,@bobrisky222,4.1M,Nigeria,Entertainment and Music,0,,,,,,,
4813,Kian Lawley,@kianlawley,4.1M,United States,"Actors, Lifestyle",0,,,,,,,
4814,Mariazel,@mariazelzel,4.1M,Mexico,"Entertainment and Music, Acting and Drama, Actors",0,,,,,,,
4815,Ina Garten,@inagarten,4.1M,United States,"Food, Recipes",0,,,,,,,
4816,Jourdan Dunn,@jourdandunn,4.1M,United Kingdom,"Fashion and Accessories, Modeling, Fashion Model",0,,,,,,,
4817,Judika Sihotang,@jud1ka,4.1M,Indonesia,"Entertainment and Music, Celebrity, Music",99,,1757.0,1212.0,,,,
4818,Fuerza Regida,@fuerzaregida,4.1M,,"Actors, Music",99,,1294.0,102.0,,,,
4819,Nika Falahi | نیکا فَلاحی,@nika.falahi,4.1M,,,0,,,,,,,
4820,Ezequiel Lavezzi,@pocho22lavezzi,4.1M,Argentina,,0,,,,,,,
4821,JEFFERSON FARFAN,@jefferson_farfan_oficial,4.1M,Peru,"Sports, Actors",0,,,,,,,
4822,ALEX,@alexanderuloom,4M,Saudi Arabia,"Entertainment and Music, Celebrity, Actors, Modeling",0,,,,,,,
4823,كريم محمود عبد العزيز,@karimmahmoudabdelaziz,4M,,"Celebrity, Actors, Modeling",0,,,,,,,
4824,Guri,@officialguri_,4M,India,"Art, Singer, Music, Modeling",0,,,,,,,
4825,Iron Maiden,@ironmaiden,4M,Brazil,"Entertainment and Music, Music, Rock",0,,,,,,,
4826,Shayea | شایع,@shayea.official,4M,Iran,,0,,,,,,,
4827,Bryan SKabeche,@bryan_skabeche,4M,,"Entertainment and Music, Journalists",0,,,,,,,
4828,Ахад Каюм,@ahadqayum_yutv,4M,Uzbekistan,,0,,,,,,,
4829,Mari Tavares ♡,@maari.tavares,4M,,"family, Fashion and Accessories, Marketing and Advertising, Events",1,,,,,,,
4830,Видео & Юмор,@really_cool_video,4M,,"Entertainment and Music, Funny",0,,,,,,,
4831,Igor Oskin,@igor_humor,4M,,"Pets, Comedy",0,,,,,,,
4832,نوف فاشن | نوف الشعلان,@nouf__fashion,4M,Saudi Arabia,"Fashion and Accessories, Beauty and Self Care",0,,,,,,,
4833,Aditya Narayan Jha,@adityanarayanofficial,4M,India,"Entertainment and Music, Actors, Music, Singer",0,,,,,,,
4834,COISA BOA PARA LER 📝,@coisaboaparaler,4M,,,0,,,,,,,
4835,Mohsen Ebrahimzadeh,@mohsenebrahimzadeh,4M,Iran,"Entertainment and Music, Soccer",0,,,,,,,
4836,Dingdong Dantes,@dongdantes,4M,Philippines,Actors,0,,,,,,,
4837,Natalia Vodianova,@natasupernova,4M,Russia,"Fashion and Accessories, Entertainment and Music, Modeling",0,,,,,,,
4838,Krit Amnuaydechkorn,@pp.kritt,4M,Thailand,"Fashion and Accessories, Celebrity, Modeling",0,,,,,,,
4839,Prachi Desai,@prachidesai,4M,India,Actors,0,,,,,,,
4840,Antonia Fontenelle,@ladyfontenelle,4M,Brazil,"Entertainment and Music, Business and Finance, News, Actors",0,,,,,,,
4841,FitDance,@fitdance,4M,Brazil,"Art, Dance",1,,7780.0,501.0,,,,
4842,T A N . F R A N C E,@tanfrance,4M,United States,"Fashion and Accessories, Lifestyle",0,,,,,,,
4843,Putri Isnari,@da4_putri03,4M,,"Entertainment and Music, Music",0,,,,,,,
4844,Selección Española de Fútbol,@sefutbol,4M,Spain,"Sports, Soccer",0,,,,,,,
4845,Gurnam Bhullar,@gurnambhullarofficial,4M,India,"Entertainment and Music, Singer",0,,,,,,,
4846,Bhuvneshwar Kumar,@imbhuvi,4M,India,"Sports, Video Gaming, Cricket",0,,,,,,,
4847,Mohamed Farag,@mohamed.farag,4M,,"Travel, Finance, Business and Finance, Marketing and Advertising",0,,,,,,,
4848,Haya Alshuaibi | هيا الشعيبي,@hayaalshuaibi_79,4M,Kuwait,"Entertainment and Music, Actors",0,,,,,,,
4849,Leticia Colin,@leticiacolin,4M,Brazil,"Acting and Drama, Celebrities, Health & Fitness, Animals & Pets",0,,,,,,,
4850,Cynthia Bailey,@cynthiabailey,4M,United States,"Fashion and Accessories, Modeling, Hair & Beauty, Celebrities",0,,,,,,,
4851,Артем Чекалин,@artem_chek,4M,,"Arts and Crafts, Soccer",0,,,,,,,
4852,Lara Alana Ahmad,@laraalanaa,4M,Malaysia,"family, Children, Personal Blog",0,,,,,,,
4853,DILARA,@dilara,4M,,"Fashion, Lifestyle, Celebrities, Hair & Beauty",0,,,,,,,
4854,⠀⠀EU TÔ GRITANDO!,@eutogritando,4M,,Funny,0,,,,,,,
4855,Cheverly Amalia,@cheverlyamalia,4M,United States,"Entertainment and Music, Education, Actors, Music",0,,,,,,,
4856,,@jessiereyez,4M,Canada,"Entertainment and Music, Parenting, Music, Actors",0,,,,,,,
4857,Natalia Fedorova,@natalliafedorova,4M,Georgia,"Fashion and Accessories, Travel, Product Education",0,,,,,,,
4858,"Helen Paul Ph.D, FCPA.",@itshelenpaul,4M,Nigeria,"Entertainment and Music, Celebrity, Moms, Actors",0,,,,,,,
4859,Vishnu Manchu,@vishnumanchu,4M,,"Modeling, Actors, Writers",1,,,,,,,
4860,DaniDuke,@daniduke,4M,,"Fashion and Accessories, Celebrities",0,,,,,,,
4861,Jazz Correia 🔗,@jazztvshow,4M,,"Entertainment and Music, Lifestyle",0,,,,,,,
4862,Ivana Yturbe,@ivanayturbe,4M,,,0,,,,,,,
4863,Annabella Hilal,@annabellahilal,4M,Lebanon,"Fashion and Accessories, Journalists, Design, Celebrities",0,,,,,,,
4864,Baby Rasta,@babyrasta,4M,Puerto Rico,"Entertainment and Music, Music, Actors, Celebrities",0,,,,,,,
4865,Joel Jota,@joeljota,4M,,"Education, Business and Finance",0,,,,,,,
4866,NOVOS PRODUTOS,@novosprodutos,4M,Brazil,"Product Education, Food, Health & Fitness, Humor",0,,,,,,,
4867,IMAGINE RECORDS 📀,@_imagine.records,4M,,Entertainment and Music,0,,,,,,,
4868,Entrepreneur,@entrepreneur,4M,,"Business and Finance, News, Entrepreneur, Business",0,,,,,,,
4869,ABDUL RAHMAN AL-AWADHI,@abduuu_21,4M,United Arab Emirates,Lifestyle,0,,,,,,,
4870,Tiago Abravanel 🧸,@tiagoabravanel,4M,Brazil,"Entertainment and Music, Celebrities, Animals & Pets, Film, Music & Books",0,,,,,,,
4871,Muhammad Junaid,@realjunaidofficial,4M,United Arab Emirates,"Entertainment and Music, Business",1,,409.0,409.0,,,,
4872,Dr Sonia Mann,@soniamann01,4M,,"Acting and Drama, Celebrity, Food and Drink, Singer",0,,,,,,,
4873,Abner Pinheiro ⚡️,@_abnerpinheiro,4M,Brazil,"Marketing and Advertising, Celebrities",0,,,,,,,
4874,Monike Carrasco,@monikecarrasco,4M,,"Arts and Crafts, Fitness and Health, Beauty and Self Care, Tattoos",0,,,,,,,
4875,Mounia Benfeghoul,@mounia.benfeghoul,4M,,"Acting and Drama, Celebrity, Lifestyle",0,,,,,,,
